id;Practice name;Phone 1;Expertise (REHAB / SPORT / WOMEN / VET / AESTHETIC);Address;City;ZIP code;Country;Latitude;longitude
1383;LANCEREAU ISABELLE;33607632781;"[""Rehabilitation"",""Uro & Pelvic Floor""]";7 RUE BERTRAND;CHATEAUROUX;36000;FRANCE;46,812452;1,6935554
1384;HARY DAMIEN E PHYSIO;33623815840;"[""Rehabilitation"",""Uro & Pelvic Floor""]";291 RUE ALBERT CAQUOT;SOPHIA ANTIPOLIS;6410;FRANCE;43,6184929;7,057128
1385;ESPACE KINE - DONET FRANCK;;"[""Rehabilitation"",""Uro & Pelvic Floor""]";2 RUE ETIENNE HUYARD;BORDEAUX;33000;FRANCE;44,8596904;-0,5752646
1386;PARIS VALENTIN;33669273810;"[""Rehabilitation"",""Uro & Pelvic Floor""]";21 RUE MAURICE UTRILLO;TARBES;65000;FRANCE;43,2244616;0,0545874
1387;LE ROUX THIERRY;33662406310;"[""Rehabilitation"",""Uro & Pelvic Floor""]";1 PLACE GRENIER;CHANTEPIE;35135;FRANCE;48,089126;-1,618455
1388;BAUDUIN GILLES;33494640731;"[""Rehabilitation""]";RES LES GLEIZES - 32 ALLEE PAULIN LEONELLI;CAVALAIRE SUR MER;83240;FRANCE;43,1742734;6,5267965
1389;FRESSAC EMILIE;33467667521;"[""Rehabilitation""]";48 IMPASSE DES 3 POINTES;ST GELY DU FESC;34980;FRANCE;43,6761514;3,8161448
1390;PITRAT ROBIN;33983604100;"[""Rehabilitation""]";47 A ROUTE DE CHAMBERY;LE BOURGET DU LAC;73370;FRANCE;45,6482268;5,860152
1391;CORINNE AUDINET;;"[""Rehabilitation""]";56 BOULEVARD DU MARECHAL FOCH;VERRIERES LE BUISSON ;91370;FRANCE;48,7457391;2,2693167
1392;VILLARO AGNÈS;33468303117;"[""Rehabilitation""]";20 AVENUE COMTES DE CERDAGNE;SAILLAGOUSE;66800;FRANCE;42,4573376;2,0379388
1393;FARINAS JULIO;33781210228;"[""Rehabilitation""]";160 AVENUE DE LA GARE;HAGETMAU;40700;FRANCE;43,6583514;-0,589448
1394;LOMBARD THIERRY;33666986274;"[""Rehabilitation""]";38 BOULEVARD VICTOR HUGO;ISTRES;13800;FRANCE;43,5129221;4,9901436
1395;EZOZOMO NATHALIE;33677995437;"[""Rehabilitation""]";22 BOULEVARD VICTOR HUGO;ALES;30100;FRANCE;44,1272669;4,0839371
1396;PERRIN;33389232188;"[""Rehabilitation""]";160 A RUE DU LADHOF;COLMAR;68000;FRANCE;48,0964268;7,3760136
1397;SCM DATIN & BOEHM;33367076634;"[""Rehabilitation""]";9 RESIDENCE BEAURIVAGE;SOUFFELWEYERSHEIM;67460;FRANCE;48,630728;7,753713
1398;RUELLAN PAUL;33237348709;"[""Rehabilitation""]";72 TER RUE DU BOURGNEUF;CHARTRES;28000;FRANCE;48,4600306;1,4841736
1399;SCM KINE SANTE SPORT;33682840582;"[""Rehabilitation""]";4 RUE COLOMBINE;GRENOBLE;38000;FRANCE;45,1649188;5,7307426
1401;REEDUK BERANGÈRE LEVERT, MARC VITASSE, CELINE BORRIGLIONE;33561546666;"[""Uro & Pelvic Floor""]";1 PLACE MENDÈS FRANCE ;TOULOUSE ;31400;FRANCE;43,5611027;1,4531355
1402; CLINIQUE RIVE GAUCHE;33567775242;"[""Uro & Pelvic Floor""]";41 ALLEEE CHARLES DE FITTE;TOULOUSE ;31300;FRANCE;43,5975462;1,431072
1403;BOISNEL JESSICA;33467743250;"[""Rehabilitation"",""Uro & Pelvic Floor""]";RUE CONVENTIONNEL BARRAS;LOUPIAN;34140;FRANCE;43,4486873;3,6145585
1404;GUYON THOMAS;33699651626;"[""Rehabilitation""]";123 RUE DE LA JUINE;OLIVET;45160;FRANCE;47,8511338;1,9147375
1405;CENTRUM REHABILITACJI SANOMED;;"[""Rehabilitation""]";UL. JANA PAW?A II 181;RZESZÓW;35-123;POLAND;49,9779053;21,990898
1406;FIZJOTERAPIA-KRÓL;;"[""Rehabilitation""]";UL. ?AB?DZIA 17;KATOWICE;40-521;POLAND;50,238186;19,0028772
1407;7 SZPITAL MARYNARKI WOJENNEJ;58552635857;"[""Rehabilitation""]";UL. POLANKI 117;GDA?SK-OLIWA;80-305;POLAND;54,393989;18,5648073
1408;GABINET REHABILITACJI CENTRUM MEDYCZNE MEDICUS;48146880000;"[""Rehabilitation""]";UL. MOSTOWA 4A;TARNÓW;33-100;POLAND;50,012565;20,9963735
1409;DANIEL GRIESSER;41216360750;"[""Rehabilitation"",""Uro & Pelvic Floor""]";RUE DE LAUSANNE 60;"RENENS
";1020;SWITZERLAND;46,5328778;6,5910663
1410;FIZIOTERAPEUTSKA AMBULANTA ANDRIC;;"[""Rehabilitation""]";MILOJA PAVLOVICA 9;KRAGUJEVAC;34000;SERBIA;44,0123679;20,9144363
1411;KINETIC STUDIO;;"[""Rehabilitation""]";KOCE ANDJELKOVIC 3/1;?A?AK;32000;SERBIA;43,8864688;20,3461164
1412;CENTAR VFT RADOVIC;;"[""Rehabilitation""]";PETRA PRERADOVICA 54;SREMSKA MITROVICA;22000;SERBIA;44,9751956;19,6208964
1413;NICOLAS WALLART;33983050404;"[""Rehabilitation"",""Uro & Pelvic Floor""]";535 RUE JEAN JAURÈS;BRUAY SUR L’ESCAUT;59860;FRANCE;50,4019194;3,5435797
1414;VALERO JORGE;;"[""Rehabilitation""]";2 AVENUE BERNADOTTE;MARSEILLE;13009;FRANCE;43,2571671;5,418165
1415;MAURY VAGO;33648072779;"[""Rehabilitation"",""Uro & Pelvic Floor""]";300 F R CLOS DE VIVIERS;JACOU;34830;FRANCE;43,6613979;3,9048122
1416;POENARU MARIUS;33644857963;"[""Rehabilitation""]";12 GRANDE RUE;CHAUNAY;86510;FRANCE;46,2076167;0,1638262
1417;SCM BOTTELLI-LEYRIT-LOPEZ;33493161140;"[""Rehabilitation""]";22 RUE DE DIJON;NICE;6000;FRANCE;43,7080554;7,2619183
1418;ITTEL LAURINE;;"[""Rehabilitation""]";70 RUE DE LA MAIRIE;FURDENHEIM;67117;FRANCE;48,6135299;7,5651664
1419;UGE JEROME SCM HIPPOQUATTRO;;"[""Rehabilitation""]";125 AVENUE DE L'HIPPODROME;EYSINES;33320;FRANCE;44,8709587;-0,6346516
1420;CLIQUET FREDERIC;;"[""Rehabilitation""]";12 RUE DE LA VELOUTERIE;AVIGNON;84000;FRANCE;43,9455496;4,7992208
1421;HUGUET JONATHAN;;"[""Rehabilitation""]";146 RUE DES MURLINS;ORLEANS;45000;FRANCE;47,9196895;1,8929866
1422;MILLUY GRANGETTE MARIE PIERRE;;"[""Rehabilitation""]";9/11 CITE VOLTAIRE;PARIS;75011;FRANCE;48,8529003;2,3905073
1423;GENTIL JEAN MARC;;"[""Rehabilitation"",""Sport""]";12 RUE CLAUDE JUSSEAUD;STE FOY LES LYON;69110;FRANCE;45,7487284;4,8050461
1424;MENEZ AUDREY;33298195771;"[""Rehabilitation""]";15 RUE DE L'ARMORIQUE;CLEDER;29233;FRANCE;48,6639476;-4,1029394
1425;LA POSTE JACKY ;;"[""Rehabilitation"",""Uro & Pelvic Floor""]";720 ROUTE DE NIMES;CASTELNAU;34170;FRANCE;43,6372852;3,9292499
1426;DE PERETTI CHRISTIAN;33609660233;"[""Rehabilitation"",""Uro & Pelvic Floor""]";20 BOULEVARD ANTHONY DOZOL;CANNES LA BOCCA;6150;FRANCE;43,5513687;6,9717925
1427;MARTY SOPHIE;33671938476;"[""Rehabilitation"",""Uro & Pelvic Floor""]";23 AVENUE PONT VIEUX;VABRES L'ABBAYE;12400;FRANCE;43,9444985;2,8343298
1428;MEDSPORT - M. ROUX BLAISE;;"[""Rehabilitation"",""Uro & Pelvic Floor""]";AVENUE DE PRATIFORI 5;SION;1 950;FRANCE;46,2307463;7,3564779
1429;FERMIN SIERRA LOPEZ;33558754234;"[""Rehabilitation"",""Uro & Pelvic Floor""]";16 BOULEVARD FERDINAND DE CANDAU;MONTMARSAN;40000;FRANCE;43,8922589;-0,5066795
1430;GAUDIN THIERRY;33232351925;"[""Rehabilitation"",""Uro & Pelvic Floor""]";1 BIS ROUTE DE BEAUMONT;LE NEUBOURG;27110;FRANCE;49,1475335;0,9008299
1431;DJABALI ANA ;;"[""Rehabilitation"",""Uro & Pelvic Floor""]";16 RUE DE L'HOTEL DE VILLE;COURBEVOIE;92400;FRANCE;48,8956045;2,2567296
1432;SAGE FEMME : HASSDENTEUFEL VALERIE;;"[""Uro & Pelvic Floor""]";11 RUE DE LA SAUER;WOERTH;67360;FRANCE;48,9330586;7,7487731
1433;SAGE FEMME : MATIAS ALEXANDRA;33623535013;"[""Uro & Pelvic Floor""]";18 RUE DE LA CLÈDE, MAISON DE SANTE PLURIPROFESSIONNELLE SIMONE VEIL;LA GRAND COMBE;30110;FRANCE;44,21139908;4,03125906
1434;SAGE FEMME : RIBET CHRISTINE;33608027702;"[""Uro & Pelvic Floor""]";8 RUE COLBRANT;LILLE;59000;FRANCE;50,6290494;3,0564462
1435;JEANNE LAMOULIE - SAGE FEMME;33615525926;"[""Uro & Pelvic Floor""]";13 BIS COURS MIRABEAU;NARBONNE;11100;FRANCE;43,1819593;3,0044783
1436;WOLVES;;"[""Sport""]";WATERLOO ROAD;WOLVERHAMPTON;WV1 4QR;ENGLAND;52,5901911;-2,131972
1437;M. LAURENT BENOIT;33492724532;"[""Rehabilitation"",""Sport""]";176 AVENUE DU MAJORAL ARNAUDBÂT C1, 1ER ETAGE;MANOSQUE;4100;FRANCE;43,83051;5,782656
1438;HURDUCAS LOREDANA;33649111401;"[""Rehabilitation""]";16 BIS RUE JEAN MACE;BELLEVILLE;69220;FRANCE;46,1117152;4,731464
1439;MR ALAN PEACHAM FIRST TEAM PHYSIOTHERAPIST;4,48E+11;"[""Sport""]";WEST PARK;HULL;HU3 6HU;ENGLAND;53,7458418;-0,3684835
1440;PRIVATNA PRAKSA FIZIKALNE TERAPIJE ZORAN PERŠI?;38598886677;"[""Sport""]";MARSOVO POLJE 6;PULA;52100;CROATIA;44,86406;13,850927
1441;FYSIOTHERAPIE VAN DE LAAR;31464426088;"[""Rehabilitation""]";HOMMERT 10A;HN NUTH;6361;NETHERLANDS;50,9328409;5,9109117
1442;AUGER JEROME (FEDE BASKET);33147046030;"[""Rehabilitation"",""Uro & Pelvic Floor""]";16 RUE VINEUSE;PARIS;75116;FRANCE;48,8599918;2,2845567
1443;SEASON BEAUTY – MME CLARET COQUET;33681310276;"[""Uro & Pelvic Floor""]";9 PLACE DES JOCOBINS;LYON;69002;FRANCE;45,760134;4,8336401
1444;BULLE DE BEAUTE - MME TETENOIRE SANDRINE;33248584993;"[""Uro & Pelvic Floor""]";13 RUE DU PRIEURE;AUBIGNY SUR NERE;18700;FRANCE;47,4883527;2,4398758
1445;L'ATELIER DOUCE HEURE;33546764658;"[""Uro & Pelvic Floor""]";1 PLACE EUGENE PAPIN;SAINT JUST LUZAC;17320;FRANCE;45,8015753;-1,0361447
1446;SPA ZENANCE – MME KERDILES;33298324421;"[""Uro & Pelvic Floor""]";PLACE LE GUYADER;SAINT RENAN;29290;FRANCE;48,4336027;-4,6206672
1447;VITALIA BELLEZA NATURAL;346981519;"[""Uro & Pelvic Floor""]";C/ GONZALO TORRENTE BALLESTER, 2;BAJO VIGO;;SPAIN;42,2322625;-8,7097939
1448;JEROME UGE / OSTEO POSTURO;33627534431;"[""Rehabilitation""]";79 AVENUE DE SAINT-MEDARD,;EYSINES;33320;FRANCE;44,8616403;-0,6454313
1449;CENTRUL MEDICAL PHYSIOKINESIS;40744541501;"[""Rehabilitation""]";STR. NICOLAE BALCESCU, NR. 12;BACAU;6 000 234;ROMANIA;46,5676556;26,9120004
1450;RAPITEST CLINICA;40250736363;"[""Rehabilitation""]";STR. OLANESCU VASILE, 11, RÂMNICU VÂLCEA, VÂLCEA;RÂMNICU VÂLCEA;240xxx;ROMANIA;45,1;24,36667
1451;CENTRUL MEDICAL INFINITY PHYSIO KINETICS;40765958765;"[""Rehabilitation""]";STR. BALTA ALBINA, NR.7,  BUCURESTI  ;BUCURESTI;0xxxxx;ROMANIA;44,407313;26,211432
1452;CENTRUL MEDICAL MIRMAN PROVER;40722546647;"[""Rehabilitation""]";STR. GHEORGHE ASACHI, NR. 1, PITESTI, ARGES;ARGES;110 xxx;ROMANIA;44,8688334;24,8462531
1453;CONSTANTIN TINCU - KINETOTERAPEUT;40734554014;"[""Rehabilitation""]";STRADA COPILULUI, SECTOR 1, BUCURESTI, ;BUCURESTI,;0xxxxx;ROMANIA;44,4667283;26,0769832
1454;CENTRUL MEDICAL KINETO PROACTIV;40217965556;"[""Rehabilitation""]";BLVD. CAMIL RESSU, NR. 22, BL. A6, BUCURE?TI;BUCURE?TI;0xxxxx;ROMANIA;44,417494;26,1434161
1455;CENTRUL MEDICAL FIZIO-LIFE MEDICA;40371108164;"[""Rehabilitation""]";BLVD. DECEBAL, NR.12, BL. S7, SC. 1, AP. 6, ET. 2, BUCURESTI;BUCURE?TI;0xxxxx;ROMANIA;44,4270039;26,1288326
1456;CRACIUN G. MARIN - CABINET MEDICAL INDIVIDUAL;40740047012;"[""Rehabilitation""]";BLVD. SIDERURGISTILOR, NR. 1, GALATI ;GALATI;800 xxx;ROMANIA;45,4405814;28,0061449
1457;CENTRUL MEDICAL BIO SPA CLINIC;40217961931;"[""Rehabilitation""]";ALEEA MARIUS EMANOIL BUTEICA, NR. 12,  SECTOR 3, BUCURESTI;BUCURESTI;0xxxxx;ROMANIA;44,415944;26,1378346
1458;CENTRUL MEDICAL KINETIC PLUS;40368464613;"[""Rehabilitation""]";STR. CARPATILOR, NR. 44, BRASOV;BRASOV;500001–500670;ROMANIA;45,6387787;25,6172794
1459;CLUBUL SPORTIV DINAMO BUCURESTI;40212105135;"[""Rehabilitation""]";?OSEAUA ?TEFAN CEL MARE 7-9, BUCURE?TI;BUCURE?TI;0xxxxx;ROMANIA;44,4532513;26,1018239
1460;CENTRUL MEDICAL SANOVITA NICO MED;40788885705;"[""Rehabilitation""]";STR. TUDOR VLADIMIRESCU, BL. P15, SC. D, AP. 5, PITESTI, ARGES;ARGES;110 xxx;ROMANIA;44,8480841;24,8882657
1461;CLINICALMA;40330100323;"[""Rehabilitation""]";STR. ANA IPATESCU, NR. 9A, FALTICENI, SUCEAVA;SUCEAVA;720224;ROMANIA;47,459987;26,3007751
1462;CENTRUL MEDICAL BIO ORTOCLINIC;40217961931;"[""Rehabilitation""]";?OSEAUA GHEORGHE IONESCU SISE?TI 325A, BUCURE?TI;BUCURE?TI;0xxxxx;ROMANIA;44,5052263;26,0345842
1463;CABINET MEDICAL INDIVIDUAL - DRAGAN P. ADRIANA;40341451345;"[""Rehabilitation""]";BD. ALEXANDRU LAPUSNEANU, NR. 94A, CONSTANTA;CONSTANTA;900xxx;ROMANIA;44,1979265;28,6315236
1464;CENTRUL MEDICAL UROMED;40244512820;"[""Rehabilitation""]";STR. ZOOTEHNIEI, COM. PAULESTI, PRAHOVA, P?ULE?TI ;P?ULE?TI;107 400;ROMANIA;44,9994558;25,9567791
1465;CENTRUL MEDICAL DE DIAGNOSTIC, TRATAMENT AMBULATORIU SI MEDICINA PREVENTIVA;40212302980;"[""Rehabilitation""]";STRADA WASHINGTON, NR. 8-10, BUCURE?TI;BUCURE?TI;0xxxxx;ROMANIA;44,455429;26,0886133
1466;CENTRUL MEDICAL MEDY SPORT LINE;40212100665;"[""Rehabilitation""]";STR. BRÂNDU?ELOR NR. 66, ETAJ 1, BUCURESTI;BUCURE?TI;0xxxxx;ROMANIA;44,4140048;26,1206686
1467;CENTRUL MEDICAL MEDLIV TERAPIA;40344408061;"[""Rehabilitation""]";STRADA M?R??E?TI 260, PLOIE?TI, PRAHOVA;PRAHOVA;100 008;ROMANIA;44,9304387;25,9958513
1468;ELYTIS HOSPITAL;40332803783;"[""Rehabilitation""]";STRADA GHEORGHE S?ULESCU, NR.43 A, IA?I;IA?I;700259;ROMANIA;47,1629296;27,5746296
1469;CENTRUL EDUCATIONAL KINETO DIDACTICA;40725500287;"[""Rehabilitation""]";STR. ION RATIU, NR. 2, BRASOV, BRASOV;BRASOV;500001–500670;ROMANIA;45,6523637;25,5884359
1470;COMPLEX BALNEAR SI DE RECUPERARE C.A.A. CORPORE SANO;40241487066;"[""Rehabilitation""]";STR. DR. VICTOR CLIMESCU, NR. 40A, TECHIRGHIOL, CONSTANTA;CONSTANTA;900xxx;ROMANIA;44,2291534;28,5996888
1471;DIRECTIA GENERALA DE ASISTENTA SOCIALA CI PROTECTIA COPILULUI;40217457237;"[""Rehabilitation""]";STR. CERNI?OARA NR. 38-40, SECTOR 6, BUCURESTI;BUCURESTI;10164;ROMANIA;44,4383732;26,020263
1472;INSTITUTUL NA?IONAL DE RECUPERARE, MEDICIN? FIZIC? ?I BALNEOCLIMATOLOGIE;40213155050;"[""Rehabilitation""]";STRADA SFÂNTUL DUMITRU, NR. 2, BUCURE?TI ;BUCURE?TI;0xxxxx;ROMANIA;44,431111;26,0972593
1473;CENTRUL MEDICAL PRIORITY MEDICAL;40351408366;"[""Rehabilitation""]";STR. PANDURILOR, NR. 33A (CARTIER VALEA ROSIE), CRAIOVA, DOLJ;DOLJ;200008;ROMANIA;44,3061264;23,8176727
1474;INSTITUTUL CLINIC FUNDENI;40212750500;"[""Rehabilitation""]";CALEA BUCURE?TI, NR. 258, BUCURESTI;BUCURE?TI;10164;ROMANIA;44,5344058;26,0661969
1475;CLINICA MED-SPORT INTERNATIONAL;40213240305;"[""Rehabilitation""]";STR. MAIOR ION CORAVU, NR. 36, BUCURE?TI;BUCURE?TI;10164;ROMANIA;44,4362053;26,1390336
1476;HIPPOCRATES FIZIO CLINIC;40720071114;"[""Rehabilitation""]";STR. SIMION BARNUTIU, NR. 21, TIMI?OARA, TIMIS;TIMIS;;ROMANIA;45,7636911;21,249218
1477;CITY GENERAL - 1 LTD;3,60E+11;"[""Rehabilitation"",""Uro & Pelvic Floor""]";22 ZLATEN ROG STR., FL.12, SOFIA, BULGARIA  ; SOFIA BULGARIA;1000;BULGARIA;42,6708532;23,3201846
1478;CENTRUL MEDICAL SFINTII ARHANGHELI MIHAIL SI GAVRIIL ;40316201705;"[""Rehabilitation""]";BULEVARDUL FICUSULUI, NR. 40, BUCURE?TI;BUCURE?TI;10164;ROMANIA;44,4927263;26,0834287
1479;CENTRUL MEDICAL CLINIC INVEST;40252313191;"[""Rehabilitation"",""Uro & Pelvic Floor""]";BLV. TUDOR VLADIMIRESCU, NR. 133, DROBETA-TURNU SEVERIN , MEHEDINTI;MEHEDINTI;220120;ROMANIA;44,6326825;22,6585403
1480;CLINICA LOKOROBOTIC;40314381046;"[""Rehabilitation"",""Uro & Pelvic Floor""]";STR. DRUMUL GARII ODAI, NR.1A, OTOPENI, ILFOV;ILFOV;75100;ROMANIA;44,5672697;26,068502
1481;CENTRUL MEDICAL FIZIOHEALTH;40314380537;"[""Rehabilitation"",""Uro & Pelvic Floor""]";STR. MIHAI EMINESCU, NR. 188, ET. 2, SECTOR 2, BUCURE?TI;BUCURE?TI;10164;ROMANIA;44,446724;26,1109853
1482;FIT4YOU DOROBANTI;40730333332;"[""Rehabilitation"",""Uro & Pelvic Floor""]";STR. AMMAN, NR. 23, BUCURESTI;BUCURE?TI;10164;ROMANIA;44,456165;26,097235
1483;FIT4YOU DECEBAL;40734333334;"[""Rehabilitation"",""Uro & Pelvic Floor""]";BD. DECEBAL, NR. 14A, SECTOR 3, BUCURESTI;BUCURE?TI;10164;ROMANIA;44,4288177;26,1321532
1484;MOVILEANU STEFAN KINETOTERAPEUT;40725819383;"[""Rehabilitation"",""Uro & Pelvic Floor""]";BD. BASARABIA, NR. 37-39, SECTOR 2, BUCURESTI;BUCURE?TI;10164;ROMANIA;44,4344935;26,1493516
1485;FAGADAR MARCEL KINETOTERAPEUT;40722723733;"[""Rehabilitation"",""Uro & Pelvic Floor""]";SOS. STEFAN CEL MARE, SECTOR 2, BUCURESTI;BUCURE?TI;10164;ROMANIA;44,4527923;26,110124
1486;TONCEANU MARIUS IOAN;;"[""Rehabilitation"",""Uro & Pelvic Floor""]";STR. IERNUTENI, BL. 11, AP. 15, REGHIN, MURES;MURES;74540;ROMANIA;46,774386;24,700189
1487;CENTRUL MEDICAL FIZIOTINMED KINETIC;40734554014;"[""Rehabilitation"",""Uro & Pelvic Floor""]";STR. FEROVIARILOR, NR. 43, AP. 2,  BUCURE?TI;BUCURE?TI;10164;ROMANIA;44,4669743;26,0560687
1488;CLINICA BIO TERAPIA PLUS;40745661307;"[""Rehabilitation"",""Uro & Pelvic Floor""]";STR. LIVEZII, NR. 51, BL. B9, AP. 1-2, ALBA IULIA;ALBA IULIA;510118;ROMANIA;46,086655;23,5879339
1489;LESNIC MARIA KINETOTERAPEUT;40753780798;"[""Rehabilitation""]";TARGU OCNA, BACAU;BACAU;6 000 234;ROMANIA;46,2876488;26,6034155
1490;CENTRUL MEDICAL INTERACTMED;40356204574;"[""Rehabilitation""]";STR. FLORENTA, NR. 2, COM. DUMBRAVITA, TIMIS;TIMIS;300030;ROMANIA;45,796798;21,242818
1491;CHIHAIA CRISTIAN KINETOTERAPEUT;40741020202;"[""Rehabilitation""]";STR. IZVOR, COM. SCHEIA, SUCEAVA;SUCEAVA;720224;ROMANIA;47,6543338;26,2110917
1492;FEDERATIA DE TIR SPORTIV;40212690661;"[""Rehabilitation""]";STR. VADUL MOLDOVEI, NR. 14, SECTOR 1;BUCURE?TI;14033;ROMANIA;44,5172694;26,1023012
1493;FEDERATIA ROMANA DE SAMBO;40372769651;"[""Rehabilitation""]";STR. VASILE CONTA, NR. 16, SECTOR 2, BUCURESTI;BUCURE?TI;10164;ROMANIA;44,440226;26,0991393
1494;CENTRUL MEDICAL KINETIC FIT;40752546386;"[""Rehabilitation""]";STR. SFÂNTUL LAZ?R, NR. 27, IA?I;IA?I;700259;ROMANIA;47,1558281;27,5886539
1495;CENTRUL MEDICAL SPORT SI KINETOTERAPIE;40744672393;"[""Rehabilitation""]";STR. REPUBLICII, NR. 92, SATU NOU DE JOS, MARAMURES; MARAMURES;437167;ROMANIA;47,6468521;23,5857674
1496;CENTRUL MEDICAL THE MOVEMENT HEALTH CLINIC;40773337148;"[""Rehabilitation""]";STR. PIATA BADEA CARTAN, NR. 1, TIMISOARA;TIMISOARA;300254;ROMANIA;45,7607189;21,2483274
1497;CENTRUL MEDICAL MIOKINETIC PHYSIO CENTER;40767435502;"[""Rehabilitation""]";STR. PROGRESULUI, NR. 10, HATEG, HUNEDOARA;HUNEDOARA;331072;ROMANIA;45,6071389;22,949934
1498;CENTRUL MEDICAL EISMED;40232219161;"[""Rehabilitation""]";STR. LASCAR CATARGI, NR. 9, IASI, IASI;IA?I;700259;ROMANIA;47,17029;27,5775063
1499;CENTRUL MEDICAL PRO KINETOSANTE;;"[""Rehabilitation""]";CLUJ NAPOCA, CLUJ;CLUJ;40000;ROMANIA;46,7680844;23,5883707
1500;ASOCIATIA ALINA DUMITRU;40744529335;"[""Rehabilitation""]";STR. GHIRLANDEI, NR. 60, BUCURESTI;BUCURE?TI;10164;ROMANIA;44,4414154;26,0111021
1501;CENTRUL MEDICAL MEDREC;37368167000;"[""Rehabilitation""]";STR.CUZA-VODA 41, MUN. CHI?IN?U, MD-2072, MOLDOVA;CHI?IN?U;MD-2072;MOLDAVIE;46,9756568;28,8493968
1502;CENTRUL MEDICAL CENTROKINETIC;40314335371;"[""Rehabilitation""]";BLVD. MIRCEA ELIADE, NR. 18, SECTOR 2, BUCURESTI;BUCURE?TI;10164;ROMANIA;44,465653;26,0989686
1503;CENTRUL MEDICAL MAGIC QUANTUM HEALING 2017;40734247091;"[""Rehabilitation"",""Uro & Pelvic Floor""]";STR. ROMULUS, NR. 32, TIMISOARA, TIMIS;TIMIS;300030;ROMANIA;45,7434367;21,2201191
1504;CMI ADINA BURCHICI;40763588958;"[""Rehabilitation""]";STR. MARTIR IOAN TANASE, NR. 87, TIMISOARA, TIMIS;TIMIS;300030;ROMANIA;45,7482868;21,2839274
1505;CENTRUL MEDICAL SYNERGY DUO PLUS SERV;40744569231;"[""Rehabilitation""]";BLVD. MIHALACHE, NR. 26-28, BUCURESTI;BUCURE?TI;10164;ROMANIA;44,455317;26,0788694
1506;TERAPIE PENTRU MISCARE LIBERA;40729320830;"[""Rehabilitation""]";BLVD. MARASESTI, NR. 21-23, BUCURESTI;BUCURE?TI;10164;ROMANIA;44,419174;26,0952763
1507;CENTRUL MEDICAL EDEN LIFE +;40234535353;"[""Rehabilitation"",""Uro & Pelvic Floor""]";STR. EROU CIPRIAN PINTEA, NR. 15, MUN. BACAU, BACAU            ;BACAU;6 000 234;ROMANIA;46,5561568;26,9129915
1508;CENTRUL MEDICAL KINETOCODRUT;40736870177;"[""Rehabilitation""]";STR. MIHAI POPESCU, NR. 46, TARGOVISTE, DAMBOVITA;DAMBOVITA;130002;ROMANIA;44,9135608;25,4760027
1509;CENTRUL MEDICAL SORIN CUSNIRIUC KINETIC;40749979026;"[""Rehabilitation""]";STR. PRINCIPALA, NR. 305, SAT. CURTESTI, COM. CURTESTI, BOTOSANI;BOTOSANI;710356;ROMANIA;47,7418183;26,6696391
1510;CENTRUL MEDICAL KINETIC PRO;;"[""Rehabilitation""]";STR. MORII, NR. 4, SUCEAVA;SUCEAVA;720224;ROMANIA;47,652856;26,258047
1511;CENTRUL MEDICAL POLIMED DACIA;40368401080;"[""Rehabilitation"",""Uro & Pelvic Floor""]";STR. PRAHOVA, NR. 30, BRASOV, BRASOV;BRASOV;500001–500670;ROMANIA;45,658311;25,6061765
1512;CENTRUL MEDICAL ARTKINETIC;40724138384;"[""Rehabilitation""]";STR. MORII, NR. 31, BRASOV;BRASOV;500670;ROMANIA;45,6596294;25,5842212
1513;CENTRUL MEDICAL BUTUM ORTOKINETIC DENT;40368003871;"[""Rehabilitation""]";STR. AXENTE BANCIU, NR. 39, BRASOV, BRASOV;BRASOV;500670;ROMANIA;45,669588;25,5994
1514;POLICLINICA POLIMED APACA;40213113810;"[""Rehabilitation""]";STR. DEZROBIRII, NR. 13, SECTOR 6, BUCURESTI;BUCURE?TI;10164;ROMANIA;44,4356068;26,0187431
1515;CENTRUL MEDICAL KINETO FOR LIFE ;40758961884;"[""Rehabilitation""]";STR. TURNU ROSU, NR. 24, COD POSTAL 400388, CLUJ NAPOCA, JUD CLUJ;JUD CLUJ;400388;ROMANIA;46,7804882;23,6471956
1516;CENTRUL MEDICAL POLIMED;40212247400;"[""Rehabilitation"",""Uro & Pelvic Floor""]";STR. CARAIMAN, NR. 65, SECTOR 1, BUCURESTI;BUCURE?TI;10164;ROMANIA;44,4623045;26,0603642
1517;ANNA MIHALITS OG;43522357182;"[""Uro & Pelvic Floor""]";FUXMAGENGASSE 2;HALL IN TIROL;A-6060;AUSTRIA;47,2838982;11,5031974
1518;SAGAY SPA, MOVENPICK RESORT AND SPA BORACAY;63362882256;"[""Uro & Pelvic Floor""]";MÖVENPICK RESORT & SPA BORACAY PUNTA BUNGA COVE;BARANGAY YAPAK, BORACAY ISLAND, MALAY;5608;PHILIPPINES;11,984094;121,90892
1519;THE SKIN CENTER - LEGAZPI;;"[""Uro & Pelvic Floor""]";GROUND FLOOR, RRL BUILDING, LANDCO BUSINESS PARK;LEGAZPI CITY;;PHILIPPINES;13,144639;123,748774
1520;VAN DAMME NATHALIE;33608044222;"[""Rehabilitation""]";25 RUE GABRIEL PERI;CARRIERE SUR SEINE;78420;FRANCE;48,9063554;2,1764295
1521;WATELLE ROMAIN;33466936267;"[""Rehabilitation""]";48 AVENUE CONDAMINE;VAUVERT;30600;FRANCE;43,6896726;4,2742441
